link,text,user,date,is-retweet,external-link,quoted-post,stats,pictures,videos,gifs
https://twitter.com/us_news_update/status/771135472680574976#m,"At Lake Tahoe, Obama calls on U.S. to confront climate-change threat:     STATELINE, Nev. — Pre... twits.info.tm/1XHs #politics","{'name': 'United States News', 'username': '@us_news_update', 'profile_id': '518271848069337088', 'avatar': 'https://pbs.twimg.com/profile_images/518271848069337088/A9FyVptE_bigger.jpeg'}","Aug 31, 2016 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/tuitPoliticsUS/status/771135461330857984#m,"At Lake Tahoe, Obama calls on U.S. to confront climate-change threat usa.tusueldo.com/RWt #politics","{'name': 'Politics US', 'username': '@tuitPoliticsUS', 'profile_id': '498327007428505600', 'avatar': 'https://pbs.twimg.com/profile_images/498327007428505600/Nlfwm8K6_bigger.jpeg'}","Aug 31, 2016 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/dailyEEUU/status/771135455551029248#m,"At Lake Tahoe, Obama calls on U.S. to confront climate-change threat usa.tusueldo.com/RWr","{'name': 'Daily USA', 'username': '@dailyEEUU', 'profile_id': '474928250880147456', 'avatar': 'https://pbs.twimg.com/profile_images/474928250880147456/fOclUTKi_bigger.jpeg'}","Aug 31, 2016 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/jcastillotaylor/status/771135377633488896#m,#OBamaWants2SlamDunk #TPP #StopTPP to prevent #ClimateChange #GlobalWarming #NoDaPL #JillNotHill #NeverTrump,"{'name': 'j castillo-taylor', 'username': '@jcastillotaylor', 'profile_id': '928552426092691456', 'avatar': 'https://pbs.twimg.com/profile_images/928552426092691456/3gh2OOv0_bigger.jpg'}","Aug 31, 2016 · 11:59 PM UTC",False,,"{'link': 'https://twitter.com/WashTimes/status/771118791799541760#m', 'text': 'Obama slams Trump as alone in ‘denying’ climate change - go.shr.lc/2bRQs4N - @washtimes', 'user': {'name': 'The Washington Times', 'username': '@WashTimes', 'profile_id': '1604930970951507968', 'avatar': 'https://pbs.twimg.com/profile_images/1604930970951507968/BVxIooAU_mini.jpg'}, 'date': 'Aug 31, 2016 · 10:53 PM UTC', 'pictures': [], 'videos': [], 'gifs': []}","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/SuWildRiver/status/771135276370440192#m,"#Actsmartexpo16 better than ever. #electricvehicles, #renewableenergy, #climatechange. Free coffee. Workshops til 6.","{'name': 'Su Wild-River', 'username': '@SuWildRiver', 'profile_id': '921840382203146240', 'avatar': 'https://pbs.twimg.com/profile_images/921840382203146240/6zoTow50_bigger.jpg'}","Aug 31, 2016 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",['https://pbs.twimg.com/media/CrOfa32UsAAeDN_.jpg'],[],[]
https://twitter.com/LauraMargison/status/771135262759890945#m,Fully protected marine reserves are proven to be 6X more resilient to the impacts of climate change than unprotected areas #ResilientSea,"{'name': 'Laura Margison', 'username': '@LauraMargison', 'profile_id': '1362440465082183688', 'avatar': 'https://pbs.twimg.com/profile_images/1362440465082183688/_8YBlsCb_bigger.jpg'}","Aug 31, 2016 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 2}",[],[],[]
https://twitter.com/MarineKossy/status/771135115116158976#m,"""We need to empower those who care to overcome Climate Change complexity."" Prof Tim Flannery @VicCoastCouncil #C2CMelb2016","{'name': 'Dr Rebecca Koss', 'username': '@MarineKossy', 'profile_id': '1049494611855437824', 'avatar': 'https://pbs.twimg.com/profile_images/1049494611855437824/9dmBibDR_bigger.jpg'}","Aug 31, 2016 · 11:58 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",[],[],[]
https://twitter.com/Steve__Baxley/status/771135012208979968#m,"A friend to the planet, RIP Tom Bell. I like this opinion piece from 2012 on climate change. https://www.hcn.org/wotr/our-survival-depends-on-fighting-climate-change","{'name': 'Steve Baxley', 'username': '@Steve__Baxley', 'profile_id': '522820647815110656', 'avatar': 'https://pbs.twimg.com/profile_images/522820647815110656/jkrJZnTi_bigger.jpeg'}","Aug 31, 2016 · 11:58 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",[],[],[]
https://twitter.com/blacksprout1/status/771135008547319808#m,"At Lake Tahoe, Obama links conservation to climate change theglobeandmail.com/news/wor…","{'name': 'blackspout', 'username': '@blacksprout1', 'profile_id': '619419044333027328', 'avatar': 'https://pbs.twimg.com/profile_images/619419044333027328/OrxbCF2V_bigger.jpg'}","Aug 31, 2016 · 11:58 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/worldaksbot/status/771135004671811584#m,"At Lake Tahoe, Obama links conservation to climate change: Standing beneath the forest-green peaks of the Sierra… theglobeandmail.com/news/wor…","{'name': '世界のニュースBotくん', 'username': '@worldaksbot', 'profile_id': '619414897089056768', 'avatar': 'https://pbs.twimg.com/profile_images/619414897089056768/nuEBDFeW_bigger.png'}","Aug 31, 2016 · 11:58 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
