link,text,user,date,is-retweet,external-link,quoted-post,stats,pictures,videos,gifs
https://twitter.com/wiredcauses/status/1263733719#m,NewsCloud launches Hot Dish: a climate change news application on Facebook http://tinyurl.com/ateuwf,"{'name': 'Wired Causes', 'username': '@wiredcauses', 'profile_id': 'default_profile_bigger.png', 'avatar': 'https://pbs.twimg.com/abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png'}","Feb 28, 2009 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/engagejoe/status/1263718664#m,RT @nptechblogs->@NetSquared: NewsCloud launches Hot Dish: a climate change news application on Facebook http://tinyurl.com/ateuwf,"{'name': 'Joe Solomon', 'username': '@engagejoe', 'profile_id': '999618344700469248', 'avatar': 'https://pbs.twimg.com/profile_images/999618344700469248/4OA02feg_bigger.jpg'}","Feb 28, 2009 · 11:53 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/JulietLiddell/status/1263716805#m,What would you programme in a concert about climate change?!,"{'name': 'Juliet Liddell', 'username': '@JulietLiddell', 'profile_id': '75424429', 'avatar': 'https://pbs.twimg.com/profile_images/75424429/Cimg0410a__3__bigger.jpg'}","Feb 28, 2009 · 11:53 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/Synesso/status/1263710902#m,"@autumnspirit senate estimates committee question - ""has the govt considered the effect of relationship breakup on climate change?""","{'name': 'Temporary', 'username': '@Synesso', 'profile_id': 'default_profile_bigger.png', 'avatar': 'https://pbs.twimg.com/abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png'}","Feb 28, 2009 · 11:51 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/climatechanges/status/1263599434#m,Climate Change - Bill Clinton Denied Tesla Roadster Ride by Secret Services: Bill Clinton Denied Tesla Roadster .. http://tinyurl.com/bn2hzr,"{'name': 'Climate Change', 'username': '@climatechanges', 'profile_id': 'default_profile_bigger.png', 'avatar': 'https://pbs.twimg.com/abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png'}","Feb 28, 2009 · 11:12 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/EcoInteractive/status/1263597543#m,"@musicwalker Climate Change: Forget about the politics & don't listen to political commentators, look at the science:  http://bit.ly/8o16s","{'name': 'EcoInteractive', 'username': '@EcoInteractive', 'profile_id': '638530329062588416', 'avatar': 'https://pbs.twimg.com/profile_images/638530329062588416/mRH7Nvja_bigger.jpg'}","Feb 28, 2009 · 11:11 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/aheartforgod/status/1263576851#m,This climate change that's coming is going to catch even Al Gore off guard http://budurl.com/snj7,"{'name': 'aheartforgod', 'username': '@aheartforgod', 'profile_id': '947946595756023808', 'avatar': 'https://pbs.twimg.com/profile_images/947946595756023808/-zhasA6o_bigger.jpg'}","Feb 28, 2009 · 11:04 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/molfamily/status/1263558380#m,RT @followgreenIndia Impressed By Obama's Stand on Climate Change But Demands More http://xi.gs/0my,"{'name': ""Michael O'Loughlin"", 'username': '@molfamily', 'profile_id': '1135709490425155584', 'avatar': 'https://pbs.twimg.com/profile_images/1135709490425155584/AWEK41ZZ_bigger.jpg'}","Feb 28, 2009 · 10:58 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/followgreen/status/1263553233#m,India Impressed By Obama's Stand on Climate Change But Demands More http://xi.gs/0my,"{'name': 'FollowGreen com', 'username': '@followgreen', 'profile_id': '78767293', 'avatar': 'https://pbs.twimg.com/profile_images/78767293/250px-Color_icon_green.svg_bigger.png'}","Feb 28, 2009 · 10:56 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/JackieSavitz/status/1263549172#m,Ted Danson on offshore oil drilling in the House of Representatives for Oceana #climate-change #energy #ocean http://tinyurl.com/b6u7mm,"{'name': 'Jackie Savitz', 'username': '@JackieSavitz', 'profile_id': '896005192184848390', 'avatar': 'https://pbs.twimg.com/profile_images/896005192184848390/h28jqZxN_bigger.jpg'}","Feb 28, 2009 · 10:55 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
