link,text,user,date,is-retweet,external-link,quoted-post,stats,pictures,videos,gifs
https://twitter.com/Mendenhalls/status/208346903354671104#m,"The more science you know, the less worried you are about climate change. #Teaparty #tcot #gop... fb.me/18zaRGmGg","{'name': 'The Mendenhall', 'username': '@Mendenhalls', 'profile_id': '1495639809', 'avatar': 'https://pbs.twimg.com/profile_images/1495639809/Typewriter_bigger.jpg'}","May 31, 2012 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/GeospatialStuff/status/208346590233104387#m,Reading: How Do you #commute to work? goo.gl/fb/5xlbZ #climatechange #automobile #canada #car #countries,"{'name': 'Geospatial Stuff', 'username': '@GeospatialStuff', 'profile_id': '2538844129', 'avatar': 'https://pbs.twimg.com/profile_images/2538844129/cq4uv5uxzrkaljcrve9v_bigger.jpeg'}","May 31, 2012 · 11:57 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/tazdantrin/status/208345840438353920#m,I love reading comments on climate change articles. The deniers use references to Jesus and the bible to sustain a feeble argument. FFS!!,"{'name': 'Dan', 'username': '@tazdantrin', 'profile_id': '3713230679', 'avatar': 'https://pbs.twimg.com/profile_images/3713230679/92ed7c1ca50b82009f0edac681a38600_bigger.jpeg'}","May 31, 2012 · 11:54 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/sherenesyncbae/status/208344871457660929#m,Madeco : Theres No One Perfect Fix for Climate Change - Slate Magazine uxp.in/46079080,"{'name': 'ชีรีน', 'username': '@sherenesyncbae', 'profile_id': '1728356451666755584', 'avatar': 'https://pbs.twimg.com/profile_images/1728356451666755584/CFfwVQiQ_bigger.jpg'}","May 31, 2012 · 11:51 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/BIOGEOPOLITICS/status/208344817850257410#m,RT @TM_Climate: Researchers see silent majority support climate change action bit.ly/JQ4vbI @JuliaGillard,"{'name': 'POLITICAL GEOGRAPHY 🇦🇺🌏🌎🌍', 'username': '@BIOGEOPOLITICS', 'profile_id': '1720351447915855872', 'avatar': 'https://pbs.twimg.com/profile_images/1720351447915855872/JVDFKt_G_bigger.jpg'}","May 31, 2012 · 11:50 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/TheDailyClimate/status/208344311467753472#m,RT @TM_Climate: Public opinion: Researchers see a silent majority supporting climate change ac.. bit.ly/JQ4vbI (via @MPR_Hemphill),"{'name': 'Daily Climate', 'username': '@TheDailyClimate', 'profile_id': '1657068857897492480', 'avatar': 'https://pbs.twimg.com/profile_images/1657068857897492480/lEBhyWRa_bigger.jpg'}","May 31, 2012 · 11:48 PM UTC",False,,{},"{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/YourGreenDeal/status/208343976514826241#m,Green Deal - Department of Energy and Climate Change fb.me/22RXVz8S1,"{'name': 'The Green Deal', 'username': '@YourGreenDeal', 'profile_id': '2267274508', 'avatar': 'https://pbs.twimg.com/profile_images/2267274508/ejvn4qm4b7dvwr49dywd_bigger.jpeg'}","May 31, 2012 · 11:47 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/HaggsBoson/status/208343600235417601#m,"@BJHare I learned from a conservatv friend of mine, that they now accept climate change, but are unsure that it's caused by humans (no joke)","{'name': 'Exponential Goldbug', 'username': '@HaggsBoson', 'profile_id': '1549816134773489665', 'avatar': 'https://pbs.twimg.com/profile_images/1549816134773489665/FfdV1b1Q_bigger.jpg'}","May 31, 2012 · 11:45 PM UTC",False,,{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/bread4theworld/status/208343279954173954#m,"RT @cws_global: Women, Children Most Vulnerable to #ClimateChange ow.ly/bh5Q2","{'name': 'Bread for the World', 'username': '@bread4theworld', 'profile_id': '1572193027094872068', 'avatar': 'https://pbs.twimg.com/profile_images/1572193027094872068/xQLytGfy_bigger.jpg'}","May 31, 2012 · 11:44 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/BigWash2000/status/208342810422804481#m,Animals Benefiting from Climate Change: Photos : Discovery News news.discovery.com/animals/a…,"{'name': 'BigWash', 'username': '@BigWash2000', 'profile_id': '1542918897707454471', 'avatar': 'https://pbs.twimg.com/profile_images/1542918897707454471/y9NoMLKd_bigger.jpg'}","May 31, 2012 · 11:42 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
